unique_id,file_path,post_url
1d2a100d8d80448095ef3ed3e2955e99,data\aar\page_2\1d2a100d8d80448095ef3ed3e2955e99.html,https://itatonline.org/archives/in-re-rst-aar-s-47iv-relief-not-available-if-holding-co-and-nominees-hold-100-of-subsidiary/
4eee7325751c42e5930958554fe55b51,data\aar\page_2\4eee7325751c42e5930958554fe55b51.html,https://itatonline.org/archives/nuclear-power-corporation-of-india-ltd-in-re-aar-s-245r2-pendency-of-question-in-payee-hands-disbars-payer-application/
393cc3a19dee4c9fb04950aac15c9d9d,data\aar\page_2\393cc3a19dee4c9fb04950aac15c9d9d.html,https://itatonline.org/archives/in-re-groupe-industrial-marcel-dassault-aar-gains-arising-on-sale-of-shares-of-foreign-company-by-nr-to-nr-taxable-in-india-if-the-foreign-co-only-held-indian-assets/
8fedc892836d48d7b602b553ca1dd679,data\aar\page_2\8fedc892836d48d7b602b553ca1dd679.html,https://itatonline.org/archives/in-re-millennium-it-software-ltd-aar-software-is-copyright-even-if-copyrighted-article-license-fee-taxable-as-royalty/
21ce1e9b7ef249e284f917429ed33428,data\aar\page_2\21ce1e9b7ef249e284f917429ed33428.html,https://itatonline.org/archives/ls-cable-limited-vs-dit-aar-off-shore-supplies-not-taxable-despite-composite-contract-pe-role-in-clearance/
bff3bcf24324472384bc57cb3517092c,data\aar\page_2\bff3bcf24324472384bc57cb3517092c.html,https://itatonline.org/archives/in-re-cairn-u-k-holdings-ltd-aar-non-residents-not-eligible-for-benefit-of-second-proviso-to-s-112/
74ff71f3bca74da88f802978230254d9,data\aar\page_2\74ff71f3bca74da88f802978230254d9.html,https://itatonline.org/archives/the-queen-vs-general-electric-capital-canada-inc-court-of-appeal-canada-implicit-support-by-holding-company-to-subsidiary-to-be-considered-in-determining-arms-length-price/
5acba4b8be9947a6af7f257f33db49ad,data\aar\page_2\5acba4b8be9947a6af7f257f33db49ad.html,https://itatonline.org/archives/transfer-pricing-implications-of-business-restructuring-by-mnes-australian-ruling/
ca9dedd868534117ad9d380dd5757fbb,data\aar\page_3\ca9dedd868534117ad9d380dd5757fbb.html,https://itatonline.org/archives/in-re-the-timken-company-aar-s-115jb-mat-not-applicable-to-foreign-company-without-presence-in-india/
3ea9f44108ef4ad6ae7dd6892cc50f01,data\aar\page_3\3ea9f44108ef4ad6ae7dd6892cc50f01.html,https://itatonline.org/archives/in-re-etrade-mauritius-ltd-aar-india-mauritius-treaty-benefits-cannot-be-denied-on-the-ground-that-assessee-is-a-subsidiary-of-a-usa-corp/
215a2af7f1cb46caacf3c79c26b7219d,data\aar\page_3\215a2af7f1cb46caacf3c79c26b7219d.html,https://itatonline.org/archives/in-re-geofizyka-torun-sp-zo-o-aar-fees-for-services-coming-within-s-44bb-are-not-taxable-us-9-1-vii-r-w-s-44da/
2dd50417f91442739f0c14c9ef9b40fb,data\aar\page_3\2dd50417f91442739f0c14c9ef9b40fb.html,https://itatonline.org/archives/in-re-dana-corporation-aar-no-capital-gains-in-a-business-reorganization-if-consideration-not-determinable-transfer-pricing-law-does-not-apply-if-there-is-no-income/
15f6f51a711548c4bdf7bf4bb6bbbbab,data\aar\page_3\15f6f51a711548c4bdf7bf4bb6bbbbab.html,https://itatonline.org/archives/in-re-worleyparsons-services-pty-ltd-aar/
cb9f332ec01148f2b4cf6ff0a4e38b9b,data\aar\page_3\cb9f332ec01148f2b4cf6ff0a4e38b9b.html,https://itatonline.org/archives/burmah-castrol-plc-vs-dit/
41fc97e90a164fc3b8e41901f0fda3ec,data\aar\page_3\41fc97e90a164fc3b8e41901f0fda3ec.html,https://itatonline.org/archives/mustaq-ahmed-vs-dit-aar/
dffefa3473da4022aaa6de1213615fe3,data\aar\page_3\dffefa3473da4022aaa6de1213615fe3.html,https://itatonline.org/archives/golf-in-dubai-vs-dit-aar/
fba50f1e4f5d4604857de6d95ff619a8,data\aar\page_3\fba50f1e4f5d4604857de6d95ff619a8.html,https://itatonline.org/archives/burmah-castrol-plc-vs-dit-aar/
d1624e8c6f6645a5860143c017d3261b,data\aar\page_3\d1624e8c6f6645a5860143c017d3261b.html,https://itatonline.org/archives/anapharm-inc-vs-dit-aar/
9ff0d710ef7c44b69813a91fefe27b13,data\aar\page_4\9ff0d710ef7c44b69813a91fefe27b13.html,https://itatonline.org/archives/small-business-corp-vs-dit-aar/
ebb82246ad134e6eb70957ada3cdd3b6,data\aar\page_4\ebb82246ad134e6eb70957ada3cdd3b6.html,https://itatonline.org/archives/dell-international-vs-cit-aar/
9dc2320f36584cf788dc63fc6bdcdf62,data\aar\page_4\9dc2320f36584cf788dc63fc6bdcdf62.html,https://itatonline.org/archives/foster%e2%80%99s-australia-limited-vs-cit-aar/
9afc2fbaba14436f8aaba6de6e46af28,data\all-judgements\page_1\9afc2fbaba14436f8aaba6de6e46af28.html,https://itatonline.org/archives/tata-communications-ltd-vs-uoi-bombay-high-court-s-245-adjustment-of-refund-there-is-absence-of-compliance-of-requirements-under-s-245-of-the-act-it-is-difficult-to-appreciate-the-stand-of-the-dep/
7a139cdbe99e48528946758a8fe28b1a,data\all-judgements\page_1\7a139cdbe99e48528946758a8fe28b1a.html,https://itatonline.org/archives/teleperformance-global-services-private-limited-vs-acit-bombay-high-court-article-226-s-147-i-a-writ-petition-can-be-filed-in-the-bombay-high-court-against-an-order-passed-in-delhi-if-the-assesse/
69ae83a2571b4e4eb08f297c14635d2d,data\all-judgements\page_1\69ae83a2571b4e4eb08f297c14635d2d.html,https://itatonline.org/archives/dcit-vs-ozone-india-ltd-itat-ahmedabad-s-562-viib-the-object-of-s-562viib-is-to-tax-excessive-share-premium-received-unjustifiably-by-private-companies-on-issue-of-shares-without-carrying-u/
d1debe426fa24aeba962fd8f0c63f20e,data\all-judgements\page_1\d1debe426fa24aeba962fd8f0c63f20e.html,https://itatonline.org/archives/maria-fernandes-cheryl-vs-ito-itat-mumbai-s-50c-the-3rd-proviso-to-s-50c-inserted-by-the-finance-act-2018-provides-that-s-50c-will-not-apply-if-the-difference-between-the-stamp-duty-valuation-an/
b484214500e7499bb8c6c2a5fdcea33f,data\all-judgements\page_1\b484214500e7499bb8c6c2a5fdcea33f.html,https://itatonline.org/archives/asset-reconstruction-company-india-limited-vs-bishal-jaiswal-supreme-court-limitation-act-the-principle-of-s-9-of-the-limitation-act-namely-that-when-time-begins-to-run-it-cannot-be-halted-excep/
7ae64bd8cabf43378ff8c64ca1f54704,data\all-judgements\page_1\7ae64bd8cabf43378ff8c64ca1f54704.html,https://itatonline.org/archives/in-re-expeditious-trial-of-cases-under-section-138-of-n-i-act-1881/
e65372e3c4234312866db72ba7da849a,data\all-judgements\page_1\e65372e3c4234312866db72ba7da849a.html,https://itatonline.org/archives/sadruddin-tejani-vs-ito-bombay-high-court-the-dtvsv-act-2020-is-an-act-to-provide-for-resolution-of-disputed-tax-and-matters-connected-therewith-or-incidental-thereto-the-emphasis-is-on-disputed-tax/
15b94851353b492cbebae24d4490da65,data\all-judgements\page_1\15b94851353b492cbebae24d4490da65.html,https://itatonline.org/archives/dcit-vs-pepsi-foods-ltd-supreme-court-s-2542a-stay-by-itat-since-the-object-of-the-3rd-proviso-to-s-2542a-is-the-automatic-vacation-of-a-stay-that-has-been-granted-on-the-completion-of-365-days/
437e0e5ab0e44acd98e86c109fd1e80d,data\all-judgements\page_1\437e0e5ab0e44acd98e86c109fd1e80d.html,https://itatonline.org/archives/little-angels-education-society-vs-uoi-bombay-high-court-s-11-form-no-10b-under-circular-no-2-2020-dated-03-01-2020-the-cbdt-has-delegated-the-power-to-the-cit-to-admit-belated-applications-in-f/
143fc1d34aee470688747486c90cbef6,data\all-judgements\page_1\143fc1d34aee470688747486c90cbef6.html,https://itatonline.org/archives/macrotech-developers-limited-vs-pcit-bombay-high-court/
12310f605bc84a9c8f450d0442d1131c,data\all-judgements\page_2\12310f605bc84a9c8f450d0442d1131c.html,https://itatonline.org/archives/syska-led-lights-pvt-ltd-vs-uoi-bombay-high-court-customs-act-it-is-a-settled-proposition-that-when-a-law-requires-a-thing-to-be-done-in-a-particular-manner-it-has-to-be-done-in-the-prescribed-manne/
7311ec819eb64136bba764a21923113d,data\all-judgements\page_2\7311ec819eb64136bba764a21923113d.html,https://itatonline.org/archives/shiv-bhagwan-gupta-vs-acit-itat-patna-s-271aab-penalty-u-s-271aab-can-only-be-levied-on-undisclosed-income-the-expression-undisclosed-income-is-given-a-definite-and-specific-m/
ffbc45fd69424c6aa8bd7afe8b9e4869,data\all-judgements\page_2\ffbc45fd69424c6aa8bd7afe8b9e4869.html,https://itatonline.org/archives/sajan-kumar-jain-vs-dcit-itat-delhi-a-notice-issued-u-s-1421-requiring-the-assessee-to-furnish-a-return-of-income-when-the-assessee-had-already-earlier-filed-a-return-is-not-valid-once-a-valid-retu/
4328e42e4d2e4ce79eb9e605f93e4d6b,data\all-judgements\page_2\4328e42e4d2e4ce79eb9e605f93e4d6b.html,https://itatonline.org/archives/bank-of-india-vs-acit-itat-mumbai-2-s-90-91-an-indian-taxpayer-is-not-entitled-to-claim-refunds-from-the-government-of-india-of-taxes-paid-by-the-said-taxpayer-outside-india-i-e-to-the-foreign-g/
d6e60136a6094bbea56a3526516ccd66,data\all-judgements\page_2\d6e60136a6094bbea56a3526516ccd66.html,https://itatonline.org/archives/pcit-central-3-vs-anand-kumar-jain-huf-delhi-high-court-s-153a-153c-search-assessments-i-a-statement-recorded-u-s-1324-has-evidentiary-value-but-cannot-justify-the-additions-in-the-absence-of-c/
a3d2692493364fe7b818de29abf830e7,data\all-judgements\page_2\a3d2692493364fe7b818de29abf830e7.html,https://itatonline.org/archives/engineering-analysis-centre-of-excellence-private-limited-vs-cit-supreme-court-taxability-of-sums-received-for-supply-of-software-as-royalty-given-the-definition-of-royalties-contained-in-article/
adb50ae2fd2c41c9b7a55fa6b59d95c3,data\all-judgements\page_2\adb50ae2fd2c41c9b7a55fa6b59d95c3.html,https://itatonline.org/archives/pcit-vs-smt-krishna-devi-delhi-high-court-s-1038-bogus-capital-gains-from-penny-stock-the-fact-that-there-was-an-astounding-4849-2-jump-in-the-share-price-within-two-years-which-is-not-supported/
cc310c328cfd4127aa49e03651df3acb,data\all-judgements\page_2\cc310c328cfd4127aa49e03651df3acb.html,https://itatonline.org/archives/prabir-kumar-shaw-vs-uoi-patna-high-court-s-482-crpc-prosecution-launched-in-2008-u-s-276c-277-278b-of-the-income-tax-act-1961-for-alleged-tax-evasion-in-ay-1994-95-deserves-to-be-quashed-becaus/
d7be0f2a6a514e9ba8674e1494f924d0,data\all-judgements\page_2\d7be0f2a6a514e9ba8674e1494f924d0.html,https://itatonline.org/archives/sanjay-duggal-vs-acit-itat-delhi-s-153d-the-approving-authority-jcit-has-to-give-approval-for-each-assessment-year-after-applying-independent-mind-to-the-material-on-record-to-see-whether-the/
be8ca75fbbf74bb8b0a5e2fe7610b8fb,data\all-judgements\page_2\be8ca75fbbf74bb8b0a5e2fe7610b8fb.html,https://itatonline.org/archives/achal-gupta-vs-ito-itat-lucknow-s-1038-bogus-capital-gains-from-penny-stocks-the-documents-demonstrates-that-the-assessee-had-purchased-shares-through-brokers-for-which-the-payment-was-made-throug/
a61a2df4527b4e919ace479a0be84931,data\all-judgements\page_3\a61a2df4527b4e919ace479a0be84931.html,https://itatonline.org/archives/cit-vs-shriram-ownership-trust-madras-high-court-s-224iia-562vii-1601iv-i-a-private-discretionary-trust-has-to-be-assessed-in-the-status-of-an-individual-as-the-beneficiaries-are/
d890816df12748868dabfb66c3e632ad,data\all-judgements\page_3\d890816df12748868dabfb66c3e632ad.html,https://itatonline.org/archives/cvo-chartered-cost-accountants-association-vs-uoi-bombay-high-court-extension-of-due-date-for-filing-roi-and-tar-power-exercised-by-the-cbdt-u-s-119-is-discretionary-on-careful-consideration-of-the/
36d183f1326b4ce094fa37babf00a0f8,data\all-judgements\page_3\36d183f1326b4ce094fa37babf00a0f8.html,https://itatonline.org/archives/unnikrishnan-v-s-vs-ito-itat-mumbai-s-172vi-i-esop-benefits-granted-to-an-assessee-when-he-was-resident-and-in-consideration-for-services-rendered-in-india-is-taxable-even-though-the-assessee/
70d0ade3aaab4380a058dcd4411afff9,data\all-judgements\page_3\70d0ade3aaab4380a058dcd4411afff9.html,https://itatonline.org/archives/the-all-gujarat-federation-of-tax-consultants-vs-union-of-india-gujarat-high-court-no-2-extension-of-due-date-for-filing-roi-i-the-cbdt-has-vide-order-dated-11-01-2021-decided-not-to-grant-further/
ca450921ea17482c8bc8f51cb0ae0966,data\all-judgements\page_3\ca450921ea17482c8bc8f51cb0ae0966.html,https://itatonline.org/archives/the-all-gujarat-federation-of-tax-consultants-vs-union-of-india-gujarat-high-court-though-the-cbdt-has-extended-the-due-dates-for-filing-the-tar-itr-to-10-01-2021-15-02-2021-covid-19-pandemic-situ/
e02bc400a4c0423eb87739010f3ce525,data\all-judgements\page_3\e02bc400a4c0423eb87739010f3ce525.html,https://itatonline.org/archives/amarchand-mangaldas-suresh-a-shroff-co-vs-acit-itat-mumbai-the-aos-refusal-to-grant-foreign-tax-credit-under-article-232-of-india-japan-dtaa-on-the-ground-that-the-assessees-income-legal-fees/
473c7c0998b4412eae13baf7cb0cb5a4,data\all-judgements\page_3\473c7c0998b4412eae13baf7cb0cb5a4.html,https://itatonline.org/archives/bank-of-india-vs-acit-itat-mumbai/
ed83d594945a4f73923de1a6623dcaf8,data\all-judgements\page_3\ed83d594945a4f73923de1a6623dcaf8.html,https://itatonline.org/archives/dz-bank-ag-india-representative-office-vs-dcit-itat-mumbai-i-a-representative-office-of-a-foeign-enterprise-is-not-a-taxable-unit-the-foreign-enterprise-is-the-taxable-unit-a-return-of-income-file/
1e50da1e9925433286583249667168ae,data\all-judgements\page_3\1e50da1e9925433286583249667168ae.html,https://itatonline.org/archives/interactive-avenues-private-limited-vs-dcit-itat-mumbai-section-40ai-acts-as-a-restriction-on-deductibility-of-expenses-u-s-30-to-38-when-the-related-expenditure-is-not-claimed-as-deduction-u-s-3/
8af559e2093744828ca09aa52d2b8596,data\all-judgements\page_3\8af559e2093744828ca09aa52d2b8596.html,https://itatonline.org/archives/state-of-u-p-vs-sudhir-kumar-singh-supreme-court-the-principles-of-natural-justice-have-undergone-a-sea-change-the-earlier-view-that-even-a-small-violation-would-result-in-the-order-being-rendered-a/
cf9311912c8b44c39c60a3361cf06731,data\all-judgements\page_4\cf9311912c8b44c39c60a3361cf06731.html,https://itatonline.org/archives/dit-vs-autodesk-asia-pvt-ltd-karnataka-high-court-interpretation-of-statutes-dtaas-the-substitution-of-a-provision-results-in-repeal-of-earlier-provision-and-its-replacement-by-new-provision-when/
09a361b49e9d481cb0ebc171bdea8ba0,data\all-judgements\page_4\09a361b49e9d481cb0ebc171bdea8ba0.html,https://itatonline.org/archives/cit-vs-sadiq-sheikh-bombay-high-court-goa-bench-s-68-bogus-cash-credits-the-revenue-can-examine-the-source-of-the-source-merely-pointing-out-to-a-source-and-the-source-admitting-that-it-has-made-th/
b47438c65025426e858bea1be89d647b,data\all-judgements\page_4\b47438c65025426e858bea1be89d647b.html,https://itatonline.org/archives/kamal-galani-vs-acit-itat-mumbai-s-69-69a-hsbc-bank-black-money-the-ao-has-to-prove-that-the-money-belongs-to-the-assessee-if-the-assessee-files-necessary-evidences-to-prove-that-the-unexplained-mo/
cdfc2bc1abac4da49182140bc112a080,data\all-judgements\page_4\cdfc2bc1abac4da49182140bc112a080.html,https://itatonline.org/archives/pcit-vs-gulbrandsen-chemicals-pvt-ltd-gujarat-high-court-transfer-pricing-i-the-oecd-guidelines-recognise-that-barring-exceptional-cases-the-tax-administration-should-not-disregard-the-actual-tran/
779dcfaa335649a487de5a5c49383403,data\all-judgements\page_4\779dcfaa335649a487de5a5c49383403.html,https://itatonline.org/archives/nawal-kishore-soni-vs-acit-itat-jaipur-s-68-r-w-s-115bbe-it-is-evident-from-entries-found-in-cash-book-and-from-statement-recorded-from-assessee-in-course-of-survey-that-assessee-purchased-gold-in/
c4ebc37bc65a47c0934b146812d98ddf,data\all-judgements\page_4\c4ebc37bc65a47c0934b146812d98ddf.html,https://itatonline.org/archives/national-co-operative-development-corporation-vs-cit-supreme-court-i-to-decide-whether-a-particular-source-is-business-income-one-has-to-look-to-the-notions-of-what-is-the-business-activity-the-ac/
a3d83754abf54f10a1f4b03548f3e594,data\all-judgements\page_4\a3d83754abf54f10a1f4b03548f3e594.html,https://itatonline.org/archives/raj-pal-singh-vs-cit-supreme-court-s-45-capital-gains-in-matters-relating-to-compulsory-acquisition-of-land-under-the-act-of-1894-completion-of-transfer-with-vesting-of-land-in-the-government-essen/
7bc33423d6ca4c43b2ef5216b0b88a2e,data\all-judgements\page_4\7bc33423d6ca4c43b2ef5216b0b88a2e.html,https://itatonline.org/archives/dipesh-ramesh-vardhan-vs-dcit-itat-mumbai-s-1038-68-bogus-capital-gains-from-penny-stocks-the-ao-has-not-discharged-the-onus-of-controverting-the-documentary-evidences-furnished-by-the-assessee-a/
e3c96c9449f04021b8147de575762456,data\all-judgements\page_4\e3c96c9449f04021b8147de575762456.html,https://itatonline.org/archives/vineeta-sharma-vs-rakesh-sharma-supreme-court-larger-bench-i-s-6-of-the-hindu-succession-act-1956-confers-status-of-coparcener-on-daughters-born-before-or-after-amendment-in-the-same-manner-as-son/
63ddd48d35d84371bda251c178e324c1,data\all-judgements\page_4\63ddd48d35d84371bda251c178e324c1.html,https://itatonline.org/archives/karmic-labs-pvt-ltd-vs-ito-itat-mumbai-s-562viib-rule-11ua-the-assessee-has-the-choice-to-choose-a-prescribed-method-for-ascertaining-the-market-value-of-the-shares-transferred-if-the-assessee/
d347cb608a8a42ac887342f7de23e747,data\all-judgements\page_5\d347cb608a8a42ac887342f7de23e747.html,https://itatonline.org/archives/ravinder-kaur-grewal-vs-manjit-kaur-supreme-court-the-settled-legal-position-is-that-when-by-virtue-of-a-family-settlement-or-arrangement-members-of-a-family-descending-from-a-common-ancestor-or-a-ne/
1b1457ecfd4c47f9a7ef1d4b6a2076af,data\all-judgements\page_5\1b1457ecfd4c47f9a7ef1d4b6a2076af.html,https://itatonline.org/archives/shree-choudhary-transport-co-vs-ito-supreme-court-i-disallowance-u-s-40aia-40a3-etc-are-intended-to-enforce-due-compliance-of-the-requirement-of-other-provisions-of-the-act-and-to-ensure-prop/
90db6ddddceb43c9bf541c464ad65891,data\all-judgements\page_5\90db6ddddceb43c9bf541c464ad65891.html,https://itatonline.org/archives/medley-pharmaceuticals-ltd-vs-scit-itat-mumbai-the-disallowance-u-s-371-of-freebies-to-doctors-by-relying-on-cbdt-circular-no-5-dated-01-08-2012-the-imc-professional-conduct-etiquettes-et/
024f9e34b78647a2916aa041917c810c,data\all-judgements\page_5\024f9e34b78647a2916aa041917c810c.html,https://itatonline.org/archives/dit-vs-samsung-heavy-industries-co-ltd-supreme-court-the-condition-precedent-for-applicability-of-fixed-place-permanent-establishments-under-article-51-of-the-double-taxation-avoid/
c2044a9050d84a6aaf3df6476ea391c6,data\all-judgements\page_5\c2044a9050d84a6aaf3df6476ea391c6.html,https://itatonline.org/archives/shiv-raj-gupta-vs-cit-supreme-court-s-28v-a-there-is-a-dichotomy-between-receipt-of-compensation-by-an-assessee-for-the-loss-of-agency-and-receipt-of-compensation-attributable-to-the-negative-rest/
9502f65b74fa4c41a60e5470641d5235,data\all-judgements\page_5\9502f65b74fa4c41a60e5470641d5235.html,https://itatonline.org/archives/renu-t-tharani-vs-dcit-itat-mumbai-s-68-black-money-the-sum-of-rs-196-crore-held-by-hsbc-pvt-bank-switzerland-in-the-name-of-tharani-family-trust-of-which-the-assessee-was-a-beneficiary-is-asses/
6705791aee4b4efe96ea2463aa5f2bd9,data\all-judgements\page_5\6705791aee4b4efe96ea2463aa5f2bd9.html,https://itatonline.org/archives/in-re-cognizance-for-extension-of-limitation-july-2020/
3b502345c26e4ace9539d40bd56e0894,data\all-judgements\page_5\3b502345c26e4ace9539d40bd56e0894.html,https://itatonline.org/archives/gateway-leasing-pvt-ltd-vs-acit-bombay-high-court-s-147-reopening-for-bogus-capital-gains-from-penny-stocks-the-depts-argument-that-though-the-assessee-disclosed-details-of-the-transactions-pertai/
a2dce74551dc4a2d85be4b6f48683bd0,data\all-judgements\page_5\a2dce74551dc4a2d85be4b6f48683bd0.html,https://itatonline.org/archives/pcit-vs-vaman-international-pvt-ltd-bombay-high-court-s-69c-bogus-purchases-i-the-onus-is-on-the-revenue-to-prove-that-the-income-really-belongs-to-the-assessee-ii-the-assessee-has-fled-copies-o/
3664389139df40459fec20dc9289eb27,data\all-judgements\page_5\3664389139df40459fec20dc9289eb27.html,https://itatonline.org/archives/suresh-kumar-agarwal-vs-acit-itat-delhi/
399c8004feba4719adbf768dcde3a132,data\all-judgements\page_6\399c8004feba4719adbf768dcde3a132.html,https://itatonline.org/archives/exotica-housing-infrastructure-company-pvt-ltd-vs-ito-itat-delhi-s-222e-is-a-deeming-provision-should-be-construed-strictly-the-section-uses-the-expression-by-way-of-advances-or-loans-whic/
c9ad8acfc6c34e50b488340ceda48566,data\all-judgements\page_6\c9ad8acfc6c34e50b488340ceda48566.html,https://itatonline.org/archives/tata-education-and-development-trust-vs-acit-itat-mumbai-s-2542a-itat-president-to-consider-whether-a-special-bench-should-be-constituted-to-decide-two-very-significant-aspects-relating-to-the-pow/
a59675935da349449b741153da5274fd,data\all-judgements\page_6\a59675935da349449b741153da5274fd.html,https://itatonline.org/archives/essar-shipping-limited-vs-cit-bombay-high-court-s-28iv-the-depts-argument-that-the-waiver-of-a-loan-constitutes-an-operational-subsidy-which-is-taxable-is-not-correct-there-is-a-fundamental-dif/
b88af8a4e918403498e2f24a8845f9ff,data\all-judgements\page_6\b88af8a4e918403498e2f24a8845f9ff.html,https://itatonline.org/archives/pcit-vs-hybrid-financial-services-ltd-bombay-high-court-s-361vii-362-write-off-of-inter-corporate-deposits-and-advances-given-for-purchase-of-vehicles-or-plant-and-machinery-is-allowable-as-a/
5d3ff729d0544fb99bddaed200afff29,data\all-judgements\page_6\5d3ff729d0544fb99bddaed200afff29.html,https://itatonline.org/archives/m-s-j-s-m-f-builders-vs-a-k-chauhan-bombay-high-court-s-45-147-capital-gains-are-chargeable-to-tax-when-individual-flats-are-sold-and-not-when-the-land-is-transferred-to-the-co-operative-society-fo/
cb730d06d4194d629764f63f4967e33c,data\all-judgements\page_6\cb730d06d4194d629764f63f4967e33c.html,https://itatonline.org/archives/navin-jolly-vs-ito-karnataka-high-court-s-54f-in-determining-whether-the-assessee-owns-more-than-one-residential-property-the-usage-of-the-property-has-to-be-considered-if-an-apartment-is-sanction/
6756c11137e4444d8be5b8c228c7c294,data\all-judgements\page_6\6756c11137e4444d8be5b8c228c7c294.html,https://itatonline.org/archives/muradul-haque-vs-ito-itat-delhi-s-40aia-the-amendment-to-s-40aia-by-the-finance-no-2-act-2015-w-e-f-01-04-2015-which-restricts-the-disallowance-for-failure-to-deduct-tds-to-30-of-the-e/
7fb9df14dc2e458b830d48d956f2bdd6,data\all-judgements\page_6\7fb9df14dc2e458b830d48d956f2bdd6.html,https://itatonline.org/archives/dev-milk-foods-pvt-ltd-vs-addl-cit-itat-delhi-s-1433-292bb-under-cbdt-instruction-no-5-2016-a-case-earmarked-for-limited-scrutiny-cannot-be-taken-for-complete-scrutiny-unless-the-ao-form/
a46a791c0bbc40c89ff2a1e46d1449fb,data\all-judgements\page_6\a46a791c0bbc40c89ff2a1e46d1449fb.html,https://itatonline.org/archives/ventura-textiles-ltd-vs-cit-bombay-high-court-s-260a-2711c-i-an-appeal-u-s-260-a-can-be-entertained-by-the-high-court-on-the-issue-of-jurisdiction-even-if-the-same-was-not-raised-before-the-t/
9e2ebfb085634ad0a7d92a9a1e2b3256,data\all-judgements\page_6\9e2ebfb085634ad0a7d92a9a1e2b3256.html,https://itatonline.org/archives/pcit-vs-alag-securities-pvt-ltd-bombay-high-court-s-68-bogus-cash-credits-in-the-case-of-an-assessee-engaged-in-providing-accommodation-entries-the-entire-deposits-cannot-be-assessed-as-unexpla/
d7b14fcdb74b4a7298067fec8976493f,data\all-judgements\page_7\d7b14fcdb74b4a7298067fec8976493f.html,https://itatonline.org/archives/acit-vs-marico-ltd-supreme-court-s-147-the-reasons-in-support-of-the-s-148-notice-is-the-very-issue-in-respect-of-which-the-ao-had-raised-a-query-during-the-assessment-proceedings-and-the-petition/
44b44b40c14c4feab9bdc43066d63c2c,data\all-judgements\page_7\44b44b40c14c4feab9bdc43066d63c2c.html,https://itatonline.org/archives/ramnath-co-vs-cit-supreme-court/
